Date,Price,Return,1_Day_Lag_Return
10/1/2021,431.379608,0.011884163,-0.012222355
9/30/2021,426.313232,-0.012222355,0.00168318
9/29/2021,431.588257,0.00168318,-0.02015187
9/28/2021,430.863037,-0.02015187,-0.002860923
9/27/2021,439.724304,-0.002860923,0.001647249
9/24/2021,440.985931,0.001647249,0.012149971
9/23/2021,440.260712,0.012149971,0.009754817
9/22/2021,434.975769,0.009754817,-0.000944657
9/21/2021,430.773651,-0.000944657,-0.016674159
9/20/2021,431.180969,-0.016674159,-0.00974103
9/17/2021,438.492462,-0.00974103,-0.001585231
9/16/2021,442.805847,-0.001585231,0.0083526
9/15/2021,443.508911,0.0083526,-0.005396559
9/14/2021,439.835144,-0.005396559,0.002559271
9/13/2021,442.221619,0.002559271,-0.007884495
9/10/2021,441.092743,-0.007884495,-0.004280231
9/9/2021,444.598175,-0.004280231,-0.001218236
9/8/2021,446.509338,-0.001218236,-0.003575522
9/7/2021,447.053955,-0.003575522,-0.000242772
9/3/2021,448.658142,-0.000242772,0.003076582
9/2/2021,448.76709,0.003076582,0.000531453
9/1/2021,447.390656,0.000531453,-0.001481527
8/31/2021,447.153015,-0.001481527,0.004397527
8/30/2021,447.816467,0.004397527,0.008941022
8/27/2021,445.855804,0.008941022,-0.005903207
8/26/2021,441.904724,-0.005903207,0.002098334
8/25/2021,444.52887,0.002098334,0.001587428
8/24/2021,443.598053,0.001587428,0.008796534
8/23/2021,442.894989,0.008796534,0.007957099
8/20/2021,439.03302,0.007957099,0.001548286
8/19/2021,435.567169,0.001548286,-0.010945012
8/18/2021,434.893829,-0.010945012,-0.006555165
8/17/2021,439.706421,-0.006555165,0.00235464
8/16/2021,442.607788,0.00235464,0.001819841
8/13/2021,441.568054,0.001819841,0.002996903
8/12/2021,440.76593,0.002996903,0.002484864
8/11/2021,439.448944,0.002484864,0.001244012
8/10/2021,438.35968,0.001244012,-0.000813554
8/9/2021,437.815033,-0.000813554,0.0016524
8/6/2021,438.171509,0.0016524,0.006332861
8/5/2021,437.448669,0.006332861,-0.004918918
8/4/2021,434.695801,-0.004918918,0.008135497
8/3/2021,436.844604,0.008135497,-0.00209799
8/2/2021,433.319336,-0.00209799,-0.00485652
7/30/2021,434.230347,-0.00485652,0.00414748
7/29/2021,436.349487,0.00414748,-0.000410036
7/28/2021,434.547211,-0.000410036,-0.004557625
7/27/2021,434.725464,-0.004557625,0.002454807
7/26/2021,436.715851,0.002454807,0.010288045
7/23/2021,435.646423,0.010288045,0.002094132
7/22/2021,431.210114,0.002094132,0.008096304
7/21/2021,430.30899,0.008096304,0.014330384
7/20/2021,426.853058,0.014330384,-0.01476793
7/19/2021,420.82251,-0.01476793,-0.007843563
7/16/2021,427.130341,-0.007843563,-0.003415493
7/15/2021,430.50705,-0.003415493,0.001492205
7/14/2021,431.982483,0.001492205,-0.003409
7/13/2021,431.338837,-0.003409,0.003581983
7/12/2021,432.814301,0.003581983,0.010674783
7/9/2021,431.269501,0.010674783,-0.008148071
7/8/2021,426.714417,-0.008148071,0.003534005
7/7/2021,430.219879,0.003534005,-0.001821375
7/6/2021,428.704834,-0.001821375,0.007643476
7/2/2021,429.487091,0.007643476,0.00553659
7/1/2021,426.229218,0.00553659,0.000841686
6/30/2021,423.882355,0.000841686,0.000538115
6/29/2021,423.525879,0.000538115,0.002015934
6/28/2021,423.298096,0.002015934,0.003552048
6/25/2021,422.446472,0.003552048,0.005915723
6/24/2021,420.951233,0.005915723,-0.001205318
6/23/2021,418.475647,-0.001205318,0.005346237
6/22/2021,418.980652,0.005346237,0.014315916
6/21/2021,416.752594,0.014315916,-0.013490367
6/18/2021,410.870605,-0.013490367,-0.000331598
6/17/2021,416.489197,-0.000331598,-0.005583414
6/16/2021,416.62735,-0.005583414,-0.001834167
6/15/2021,418.966614,-0.001834167,0.002238982
6/14/2021,419.736481,0.002238982,0.001652487
6/11/2021,418.798798,0.001652487,0.004648327
6/10/2021,418.10788,0.004648327,-0.001491925
6/9/2021,416.17337,-0.001491925,0.000213263
6/8/2021,416.795197,0.000213263,-0.000970377
6/7/2021,416.706329,-0.000970377,0.009146027
6/4/2021,417.111084,0.009146027,-0.003711358
6/3/2021,413.33075,-0.003711358,0.001572518
6/2/2021,414.870483,0.001572518,-0.000880745
6/1/2021,414.219116,-0.000880745,0.001788679
5/28/2021,414.584259,0.001788679,0.000524949
5/27/2021,413.844025,0.000524949,0.001984566
5/26/2021,413.626892,0.001984566,-0.002218785
5/25/2021,412.807648,-0.002218785,0.010194295
5/24/2021,413.725616,0.010194295,-0.00081862
5/21/2021,409.550537,-0.00081862,0.010757894
5/20/2021,409.886078,0.010757894,-0.002621757
5/19/2021,405.523499,-0.002621757,-0.008615728
5/18/2021,406.589478,-0.008615728,-0.002544459
5/17/2021,410.122986,-0.002544459,0.015355286
5/14/2021,411.169189,0.015355286,0.012012496
5/13/2021,404.95105,0.012012496,-0.021245186
5/12/2021,400.144318,-0.021245186,-0.008924718
5/11/2021,408.829987,-0.008924718,-0.009902384
5/10/2021,412.511536,-0.009902384,0.007277926
5/7/2021,416.637238,0.007277926,0.007985661
5/6/2021,413.626892,0.007985661,0.000312748
5/5/2021,410.349976,0.000312748,-0.006169269
5/4/2021,410.22168,-0.006169269,0.002156711
5/3/2021,412.768158,0.002156711,-0.006570491
4/30/2021,411.879852,-0.006570491,0.006372876
4/29/2021,414.604004,0.006372876,-0.000287551
4/28/2021,411.978516,-0.000287551,-0.000215454
4/27/2021,412.097015,-0.000215454,0.002087569
4/26/2021,412.185822,0.002087569,0.010842446
4/23/2021,411.327148,0.010842446,-0.009133073
4/22/2021,406.915192,-0.009133073,0.009462017
4/21/2021,410.665833,0.009462017,-0.007321458
4/20/2021,406.816528,-0.007321458,-0.004913013
4/19/2021,409.816986,-0.004913013,0.003342323
4/16/2021,411.840363,0.003342323,0.01074247
4/15/2021,410.468445,0.01074247,-0.003415145
4/14/2021,406.105865,-0.003415145,0.002963701
4/13/2021,407.497528,0.002963701,0.000364576
4/12/2021,406.293396,0.000364576,0.007270231
4/9/2021,406.145325,0.007270231,0.004746734
4/8/2021,403.213867,0.004746734,0.0011573
4/7/2021,401.30896,0.0011573,-0.000590598
