Date,Open,High,Low,Close,Adj Close,Volume
1/4/2021,375.309998,375.450012,364.820007,368.790009,365.217377,110210800
1/5/2021,368.100006,372.5,368.049988,371.329987,367.732758,66426200
1/6/2021,369.709991,376.980011,369.119995,373.549988,369.931244,107997700
1/7/2021,376.100006,379.899994,375.910004,379.100006,375.42749,68766800
1/8/2021,380.589996,381.48999,377.100006,381.26001,377.566559,71677200
1/11/2021,377.850006,380.579987,377.720001,378.690002,375.021484,51034700
1/12/2021,378.890015,379.859985,376.359985,378.769989,375.100677,52547700
1/13/2021,378.690002,380.859985,377.850006,379.790009,376.110809,45303600
1/14/2021,380.589996,381.130005,378.100006,378.459991,374.793671,49989100
1/15/2021,376.720001,377.579987,373.700012,375.700012,372.060425,107160000
1/19/2021,378.339996,379.230011,376.75,378.649994,374.981842,51233300
1/20/2021,381.109985,384.790009,380.690002,383.890015,380.171112,61836100
1/21/2021,384.48999,384.950012,383.25,384.23999,380.5177,47840100
1/22/2021,382.25,384.130005,381.839996,382.880005,379.170868,52860500
1/25/2021,383.670013,384.769989,378.459991,384.390015,380.66629,70402000
1/26/2021,385.410004,385.850006,383.540009,383.790009,380.072083,42665300
1/27/2021,380.220001,380.320007,372.01001,374.410004,370.782928,123351100
1/28/2021,376.359985,381.929993,375.890015,377.630005,373.971741,94198100
1/29/2021,375.630005,376.670013,368.269989,370.070007,366.484985,126765100
2/1/2021,373.720001,377.339996,370.380005,376.230011,372.585327,75817600
2/2/2021,379.649994,383.220001,376.320007,381.549988,377.85376,64450700
2/3/2021,382.440002,383.700012,380.480011,381.850006,378.150879,52427100
2/4/2021,382.959991,386.23999,381.970001,386.190002,382.448792,47142600
2/5/2021,388.200012,388.470001,386.140015,387.709991,383.954071,48669800
2/8/2021,389.269989,390.559998,388.350006,390.51001,386.726959,38365200
2/9/2021,389.609985,390.890015,389.170013,390.25,386.469452,35551100
2/10/2021,392.119995,392.279999,387.5,390.079987,386.301117,59154400
2/11/2021,391.23999,391.690002,388.100006,390.709991,386.924988,42913300
2/12/2021,389.850006,392.899994,389.769989,392.640015,388.836334,50593300
2/16/2021,393.959991,394.170013,391.529999,392.299988,388.499603,50972400
2/17/2021,390.420013,392.660004,389.329987,392.390015,388.588745,52290600
2/18/2021,389.589996,391.519989,387.73999,390.720001,386.934906,59712800
2/19/2021,392.070007,392.380005,389.549988,390.029999,386.251587,83241000
2/22/2021,387.059998,389.619995,386.73999,387.029999,383.28064,67414200
2/23/2021,384.660004,388.950012,380.200012,387.5,383.746094,107284100
2/24/2021,386.329987,392.230011,385.269989,391.769989,387.974731,72433900
2/25/2021,390.410004,391.880005,380.779999,382.329987,378.62619,146670500
2/26/2021,384.350006,385.579987,378.230011,380.359985,376.675262,152701600
3/1/2021,385.589996,390.920013,380.570007,389.579987,385.805939,105348800
3/2/2021,389.820007,390.070007,386,386.540009,382.79541,79595300
3/3/2021,385.790009,386.829987,381.309998,381.420013,377.725006,119940200
3/4/2021,381.220001,384,371.880005,376.700012,373.050751,183433000
3/5/2021,380.459991,384.76001,372.640015,383.630005,379.913635,152039600
3/8/2021,384.660004,387.679993,381.420013,381.720001,378.022125,123149200
3/9/2021,385.850006,389.910004,385.309998,387.170013,383.419342,113633600
3/10/2021,389.690002,391.399994,388.170013,389.579987,385.805939,109899400
3/11/2021,392.230011,395.649994,391.73999,393.529999,389.717682,86245000
3/12/2021,392.070007,394.209991,391.200012,394.059998,390.242554,64653600
3/15/2021,394.329987,396.690002,392.029999,396.410004,392.569794,73427200
3/16/2021,397.070007,397.829987,395.079987,395.910004,392.074646,73722500
3/17/2021,394.529999,398.119995,393.299988,397.26001,393.41156,97959300
3/18/2021,394.480011,396.720001,390.75,391.480011,387.687561,115349100
3/19/2021,389.880005,391.570007,387.149994,389.480011,386.970245,113624500
3/22/2021,390.029999,394.070007,389.970001,392.589996,390.06015,73778600
3/23/2021,391.910004,393.459991,388.660004,389.5,386.990112,90686600
3/24/2021,391,392.75,387.470001,387.519989,385.022827,97588600
3/25/2021,385.980011,390.549988,383.899994,389.700012,387.188812,116128600
3/26/2021,390.929993,396.410004,390.290009,395.980011,393.428345,114409100
3/29/2021,394.399994,396.75,392.809998,395.779999,393.229645,108107600
3/30/2021,394.420013,395.450012,393.019989,394.730011,392.186401,76262200
3/31/2021,395.339996,398,395.309998,396.329987,393.776062,112734200
4/1/2021,398.399994,400.670013,398.179993,400.609985,398.028473,99682900
4/5/2021,403.459991,406.940002,403.380005,406.359985,403.741425,91684800
4/6/2021,405.76001,407.23999,405.399994,406.119995,403.502991,62021000
4/7/2021,405.940002,406.959991,405.450012,406.589996,403.96994,55836300
4/8/2021,407.929993,408.579987,406.929993,408.519989,405.887512,57863100
4/9/2021,408.390015,411.670013,408.26001,411.48999,408.838379,61104600
4/12/2021,410.850006,411.929993,410.200012,411.640015,408.987427,56704900
4/13/2021,411.529999,413.529999,411.119995,412.859985,410.199524,56551000
4/14/2021,412.829987,413.959991,410.869995,411.450012,408.798645,61659900
4/15/2021,413.73999,416.160004,413.690002,415.869995,413.190155,60229800
4/16/2021,417.25,417.910004,415.730011,417.26001,414.571198,82037300
4/19/2021,416.26001,416.73999,413.790009,415.209991,412.534393,78498500
4/20/2021,413.910004,415.089996,410.589996,412.170013,409.514008,81851800
4/21/2021,411.51001,416.290009,411.359985,416.070007,413.388855,66793000
4/22/2021,415.890015,416.779999,411.130005,412.269989,409.613373,97582800
4/23/2021,412.869995,418.25,412.790009,416.73999,414.054535,73209200
4/26/2021,417.440002,418.220001,416.809998,417.609985,414.918945,52182400
4/27/2021,417.929993,418.140015,416.299988,417.519989,414.829529,51303100
4/28/2021,417.809998,419.01001,416.899994,417.399994,414.710297,51238900
4/29/2021,420.320007,420.720001,416.440002,420.059998,417.353149,78544300
4/30/2021,417.630005,418.540009,416.339996,417.299988,414.610931,85527000
5/3/2021,419.429993,419.839996,417.670013,418.200012,415.505157,68128300
5/4/2021,416.070007,416.600006,411.670013,415.619995,412.941772,101591200
5/5/2021,417.380005,417.630005,415.149994,415.75,413.070953,60162200
5/6/2021,415.829987,419.209991,413.679993,419.070007,416.369537,74321400
5/7/2021,419.890015,422.820007,419.160004,422.119995,419.399872,67733800
5/10/2021,422.5,422.73999,417.809998,417.940002,415.246826,81852400
5/11/2021,413.100006,415.269989,410.059998,414.209991,411.540833,116888000
5/12/2021,411.230011,412.589996,404,405.410004,402.797577,134811000
5/13/2021,407.070007,412.350006,407.019989,410.279999,407.636169,106394000
5/14/2021,413.209991,417.48999,413.179993,416.579987,413.895569,82201600
5/17/2021,415.390015,416.390015,413.359985,415.519989,412.842407,65129200
5/18/2021,415.799988,416.059998,411.769989,411.940002,409.285492,59810200
5/19/2021,406.920013,411.049988,405.329987,410.859985,408.212433,106467100
5/20/2021,411.799988,416.630005,411.670013,415.279999,412.603973,78022200
5/21/2021,416.869995,418.200012,414.450012,414.940002,412.266144,76578700
5/24/2021,417.339996,420.320007,417.079987,419.170013,416.468903,51376700
5/25/2021,420.329987,420.709991,417.619995,418.23999,415.544891,57451400
5/26/2021,418.869995,419.609985,417.76001,419.070007,416.369537,43088600
5/27/2021,420.170013,420.720001,418.98999,419.290009,416.588104,56707700
5/28/2021,420.970001,421.25,419.790009,420.040009,417.333282,58520200
6/1/2021,422.570007,422.720001,419.200012,419.670013,416.965698,54216600
6/2/2021,420.369995,421.230011,419.290009,420.329987,417.621399,49097100
6/3/2021,417.850006,419.98999,416.279999,418.769989,416.071472,58138800
6/4/2021,420.75,422.920013,418.839996,422.600006,419.876801,55938800
6/7/2021,422.589996,422.779999,421.190002,422.190002,419.469452,51555000
6/8/2021,423.109985,423.209991,420.320007,422.279999,419.558868,47134300
6/9/2021,423.179993,423.26001,421.410004,421.649994,418.932892,48436300
6/10/2021,422.959991,424.630005,421.549988,423.609985,420.88028,51020100
6/11/2021,424.200012,424.429993,422.820007,424.309998,421.575775,45570800
6/14/2021,424.429993,425.369995,423.100006,425.26001,422.519653,42358500
6/15/2021,425.420013,425.459991,423.540009,424.480011,421.74469,51508500
6/16/2021,424.630005,424.869995,419.920013,422.109985,419.389923,80386100
6/17/2021,421.670013,423.019989,419.320007,421.970001,419.250854,90949700
6/18/2021,417.089996,417.829987,414.700012,414.920013,413.595001,118676300
6/21/2021,416.799988,421.059998,415.929993,420.859985,419.515991,72822000
6/22/2021,420.850006,424,420.079987,423.109985,421.75882,57700300
6/23/2021,423.190002,424.049988,422.51001,422.600006,421.250458,49445400
6/24/2021,424.890015,425.549988,424.619995,425.100006,423.742462,45110300
6/25/2021,425.899994,427.089996,425.549988,426.609985,425.24762,58129500
6/28/2021,427.170013,427.649994,425.890015,427.470001,426.104889,53159600
6/29/2021,427.880005,428.559998,427.130005,427.700012,426.334167,35970500
6/30/2021,427.209991,428.779999,427.179993,428.059998,426.693024,64827900
7/1/2021,428.869995,430.600006,428.799988,430.429993,429.05545,53441000
7/2/2021,431.670013,434.100006,430.519989,433.720001,432.33493,57697700
7/6/2021,433.779999,434.01001,430.01001,432.929993,431.547455,68710400
7/7/2021,433.660004,434.76001,431.51001,434.459991,433.072571,63549500
7/8/2021,428.779999,431.730011,427.519989,430.920013,429.543884,97595200
7/9/2021,432.529999,435.839996,430.709991,435.519989,434.129181,76238600
7/12/2021,435.429993,437.350006,434.970001,437.079987,435.684204,52889600
7/13/2021,436.23999,437.839996,435.309998,435.589996,434.198975,52911300
7/14/2021,437.399994,437.920013,434.910004,436.23999,434.846893,64130400
7/15/2021,434.809998,435.529999,432.720001,434.75,433.361664,55126400
7/16/2021,436.01001,436.059998,430.920013,431.339996,429.962524,75874700
7/19/2021,426.190002,431.410004,421.970001,424.970001,423.612885,147987000
7/20/2021,425.679993,432.420013,424.829987,431.059998,429.683441,99608200
7/21/2021,432.339996,434.700012,431.01001,434.549988,433.162292,64724400
7/22/2021,434.73999,435.720001,433.690002,435.459991,434.069366,47878500
7/23/2021,437.519989,440.299988,436.790009,439.940002,438.535095,63766600
7/26/2021,439.309998,441.029999,439.26001,441.019989,439.611633,43719200
7/27/2021,439.910004,439.940002,435.98999,439.01001,437.608063,67397100
7/28/2021,439.679993,440.299988,437.309998,438.829987,437.428619,52472400
7/29/2021,439.820007,441.799988,439.809998,440.649994,439.242798,47435300
7/30/2021,437.910004,440.059998,437.769989,438.51001,437.10965,68890600
8/2/2021,440.339996,440.929993,437.209991,437.589996,436.192566,58783300
8/3/2021,438.440002,441.279999,436.100006,441.149994,439.741211,58053900
8/4/2021,439.779999,441.119995,438.730011,438.980011,437.578156,46732200
8/5/2021,440.220001,441.850006,439.880005,441.76001,440.349274,38969700
8/6/2021,442.100006,442.940002,441.799988,442.48999,441.076935,46864100
8/9/2021,442.459991,442.799988,441.309998,442.130005,440.718079,41222600
8/10/2021,442.609985,443.440002,441.880005,442.679993,441.266327,43339300
8/11/2021,443.820007,443.880005,442.619995,443.779999,442.362823,44034300
8/12/2021,443.619995,445.26001,442.660004,445.109985,443.688568,38909400
8/13/2021,445.589996,445.940002,445.070007,445.920013,444.496002,39388300
8/16/2021,444.529999,447.109985,442.869995,446.970001,445.542633,73740000
8/17/2021,444.23999,444.959991,440.850006,444.040009,442.622009,92673900
8/18/2021,442.959991,444.630005,438.920013,439.179993,437.777496,89351900
8/19/2021,436.269989,441.140015,436.119995,439.859985,438.455322,92812200
8/20/2021,440.230011,443.709991,439.709991,443.359985,441.944153,71975900
8/23/2021,445.160004,448.230011,443.440002,447.26001,445.831726,54973000
8/24/2021,447.970001,448.540009,447.420013,447.970001,446.539429,38744700
8/25/2021,448.170013,449.459991,447.769989,448.910004,447.47644,40529700
8/26/2021,448.609985,448.859985,446.160004,446.26001,444.8349,57829600
8/27/2021,447.119995,450.649994,447.059998,450.25,448.812164,77201900
8/30/2021,450.970001,453.070007,450.709991,452.230011,450.785828,48357400
8/31/2021,452.130005,452.48999,450.920013,451.559998,450.117981,59300200
9/1/2021,452.559998,453.109985,451.549988,451.799988,450.357178,48721400
9/2/2021,453.320007,454.049988,451.910004,453.190002,451.742767,42501000
9/3/2021,451.980011,453.630005,451.549988,453.079987,451.633118,47170500
9/7/2021,452.709991,452.809998,450.73999,451.459991,450.01828,51671500
9/8/2021,450.890015,451.670013,448.859985,450.910004,449.470062,56181900
9/9/2021,450.700012,452.570007,448.720001,448.980011,447.546234,57970400
9/10/2021,451.040009,451.48999,445.309998,445.440002,444.017517,89848000
9/13/2021,448.640015,448.920013,444.109985,446.579987,445.15387,83738600
9/14/2021,448.119995,448.339996,443.220001,444.170013,442.751587,78197100
9/15/2021,444.619995,448.410004,443.440002,447.880005,446.449738,78792200
9/16/2021,447.320007,448.359985,444.019989,447.170013,445.742004,77786700
9/17/2021,444.920013,445.369995,441.019989,441.399994,441.399994,118425000
9/20/2021,434.880005,436.559998,428.859985,434.040009,434.040009,166445500
9/21/2021,436.529999,437.910004,433.070007,433.630005,433.630005,92526100
9/22/2021,436.049988,440.029999,433.75,437.859985,437.859985,102350100
9/23/2021,439.850006,444.890015,439.600006,443.179993,443.179993,76396000
9/24/2021,441.440002,444.670013,441.209991,443.910004,443.910004,62094800
9/27/2021,442.809998,444.049988,441.899994,442.640015,442.640015,61371100
9/28/2021,439.690002,440.040009,432.940002,433.720001,433.720001,130436300
9/29/2021,435.190002,437.040009,433.850006,434.450012,434.450012,82329200
9/30/2021,436.019989,436.769989,428.779999,429.140015,429.140015,140181200
10/1/2021,430.980011,436.029999,427.230011,434.23999,434.23999,129240100
10/4/2021,433,433.959991,426.359985,428.640015,428.640015,128570000
10/5/2021,430.23999,435.48999,429.390015,433.100006,433.100006,90682500
10/6/2021,429.269989,435.119995,427.540009,434.899994,434.899994,113032200
10/7/2021,438.390015,441.679993,438.200012,438.660004,438.660004,72437500
10/8/2021,439.480011,439.890015,437.190002,437.859985,437.859985,74492900
10/11/2021,437.160004,440.26001,434.619995,434.690002,434.690002,65233300
10/12/2021,435.670013,436.100006,432.779999,433.619995,433.619995,71181200
10/13/2021,434.709991,436.049988,431.540009,435.179993,435.179993,72974000
10/14/2021,439.079987,442.660004,438.579987,442.5,442.5,70236800
10/15/2021,444.75,446.26001,444.089996,445.869995,445.869995,66226800
10/18/2021,443.970001,447.549988,443.269989,447.190002,447.190002,62213200
10/19/2021,448.920013,450.709991,448.269989,450.640015,450.640015,46996800
10/20/2021,451.130005,452.730011,451.01001,452.410004,452.410004,49571600
10/21/2021,451.769989,453.829987,451.309998,453.589996,453.589996,41305400
10/22/2021,453.130005,454.670013,451.049988,453.119995,453.119995,58755900
10/25/2021,454.279999,455.899994,452.390015,455.549988,455.549988,45214500
10/26/2021,457.200012,458.48999,455.559998,455.959991,455.959991,56075100
10/27/2021,456.450012,457.160004,453.859985,453.940002,453.940002,72438000
10/28/2021,455.459991,458.399994,455.450012,458.320007,458.320007,51437900
10/29/2021,455.869995,459.559998,455.559998,459.25,459.25,70108200
